Name,Seasons,Games,AB,Runs,Hits,Doubles,Triples,HR,RBI,BB,SO,BA,OBP,SLG,AdjPro,BatRun,AdjBatRun,RC,SB,CS,SBRuns,FieldAverage,FieldRuns,TotalPyrRate,Position,HOFStatus,Cluster
MAX BISHOP, 12.0, 1338.0, 4494.0, 966.0, 1216.0, 236.0, 35.0, 41.0, 379.0, 1153.0, 452.0, 0.271, 0.423, 0.366, 102.0, 109.0, 77.0, 789.0, 43.0, 50.0, -17.0, 0.976, -56.0, 5.0, 2, 0, 1
RAY BLADES, 10.0, 767.0, 2415.0, 467.0, 726.0, 133.0, 51.0, 50.0, 340.0, 331.0, 310.0, 0.301, 0.395, 0.46, 123.0, 95.0, 92.0, 453.0, 33.0, 22.0, 0.0, 0.963, -10.0, 3.4, O, 0, 1
PAUL BLAIR, 17.0, 1947.0, 6042.0, 776.0, 1513.0, 282.0, 55.0, 134.0, 620.0, 449.0, 877.0, 0.25, 0.305, 0.382, 96.0, -49.0, -42.0, 702.0, 171.0, 93.0, -5.0, 0.988, 47.0, -7.8, O, 0, 1
DON BLASINGAME, 12.0, 1444.0, 5296.0, 731.0, 1366.0, 178.0, 62.0, 21.0, 308.0, 552.0, 462.0, 0.258, 0.33, 0.327, 78.0, -142.0, -149.0, 610.0, 105.0, 60.0, -4.0, 0.979, -3.0, -4.4, 2, 0, 1
JIMMY BLOODWORTH, 11.0, 1002.0, 3519.0, 347.0, 874.0, 160.0, 20.0, 62.0, 451.0, 202.0, 407.0, 0.248, 0.292, 0.358, 74.0, -134.0, -135.0, 346.0, 19.0, 22.0, 0.0, 0.975, 64.0, -3.1, 2, 0, 1
JOHN BOCCABELLA, 12.0, 551.0, 1462.0, 117.0, 320.0, 56.0, 5.0, 26.0, 148.0, 96.0, 246.0, 0.219, 0.269, 0.317, 62.0, -74.0, -77.0, 122.0, 3.0, 7.0, -3.0, 0.984, 15.0, -7.0, C, 0, 1
BRUCE BOCHTE, 12.0, 1538.0, 5233.0, 643.0, 1478.0, 250.0, 21.0, 100.0, 658.0, 653.0, 662.0, 0.282, 0.363, 0.396, 114.0, 91.0, 109.0, 749.0, 43.0, 41.0, -12.0, 0.992, -30.0, -1.1, 1, 0, 1
FRANK BOLLING, 12.0, 1540.0, 5562.0, 692.0, 1415.0, 221.0, 40.0, 106.0, 556.0, 462.0, 558.0, 0.254, 0.315, 0.366, 85.0, -108.0, -114.0, 643.0, 40.0, 38.0, -11.0, 0.982, -98.0, -10.2, 2, 0, 1
BARRY BONNELL, 10.0, 976.0, 3068.0, 363.0, 833.0, 143.0, 24.0, 56.0, 355.0, 229.0, 387.0, 0.272, 0.325, 0.389, 89.0, -21.0, -46.0, 374.0, 64.0, 39.0, -4.0, 0.982, -32.0, -11.2, O, 0, 1
RAY BOONE, 13.0, 1373.0, 4589.0, 645.0, 1260.0, 162.0, 46.0, 151.0, 737.0, 608.0, 463.0, 0.275, 0.363, 0.429, 115.0, 84.0, 95.0, 731.0, 21.0, 19.0, -5.0, 0.958, -46.0, 5.4, 3, 0, 1
FRENCHY BORDAGARAY, 11.0, 930.0, 2632.0, 410.0, 745.0, 120.0, 28.0, 14.0, 270.0, 173.0, 186.0, 0.283, 0.331, 0.366, 91.0, -32.0, -33.0, 329.0, 66.0, 2.0, 0.0, 0.982, -66.0, -11.3, O, 0, 1
THAD BOSLEY, 14.0, 784.0, 1581.0, 183.0, 430.0, 50.0, 12.0, 20.0, 158.0, 143.0, 275.0, 0.272, 0.333, 0.357, 89.0, -18.0, -22.0, 194.0, 47.0, 24.0, -0.0, 0.972, -47.0, -8.2, O, 0, 1
KEN BOSWELL, 11.0, 930.0, 2517.0, 266.0, 625.0, 91.0, 19.0, 31.0, 244.0, 240.0, 239.0, 0.248, 0.316, 0.337, 85.0, -55.0, -49.0, 259.0, 27.0, 17.0, -2.0, 0.979, -101.0, -12.3, 2, 0, 1
FRANK BOWERMAN, 15.0, 1045.0, 3401.0, 343.0, 852.0, 102.0, 38.0, 13.0, 392.0, 129.0, 0.0, 0.251, 0.286, 0.314, 77.0, -103.0, -104.0, 347.0, 81.0, 0.0, 0.0, 0.963, 39.0, 0.8, C, 0, 1
CLETE BOYER, 16.0, 1725.0, 5780.0, 645.0, 1396.0, 200.0, 33.0, 162.0, 654.0, 470.0, 931.0, 0.242, 0.301, 0.372, 87.0, -119.0, -111.0, 635.0, 41.0, 28.0, -5.0, 0.965, 233.0, 12.9, 3, 0, 1
JACK BOYLE, 13.0, 1086.0, 4222.0, 668.0, 1067.0, 137.0, 53.0, 24.0, 528.0, 328.0, 233.0, 0.253, 0.315, 0.32, 74.0, -134.0, -161.0, 505.0, 125.0, 0.0, 0.0, 0.929, -10.0, -10.0, C, 0, 1
BUDDY BRADFORD, 11.0, 697.0, 1605.0, 224.0, 363.0, 50.0, 8.0, 52.0, 175.0, 184.0, 411.0, 0.226, 0.313, 0.364, 91.0, -14.0, -19.0, 185.0, 36.0, 24.0, -4.0, 0.971, -46.0, -10.0, O, 0, 1
BILL BRADLEY, 14.0, 1461.0, 5430.0, 754.0, 1471.0, 275.0, 84.0, 33.0, 552.0, 290.0, 18.0, 0.271, 0.317, 0.371, 108.0, 36.0, 44.0, 753.0, 181.0, 0.0, 0.0, 0.933, 28.0, 9.6, 3, 0, 1
JACKIE BRANDT, 11.0, 1221.0, 3895.0, 540.0, 1020.0, 175.0, 37.0, 112.0, 485.0, 351.0, 574.0, 0.262, 0.325, 0.412, 101.0, -7.0, 1.0, 520.0, 45.0, 30.0, -4.0, 0.98, -32.0, -9.0, O, 0, 1
KITTY BRANSFIELD, 12.0, 1330.0, 4999.0, 529.0, 1351.0, 225.0, 75.0, 13.0, 637.0, 221.0, 41.0, 0.27, 0.304, 0.353, 97.0, -24.0, -33.0, 614.0, 175.0, 0.0, 0.0, 0.983, -18.0, -7.8, 1, 0, 1
STEVE BRAUN, 15.0, 1425.0, 3650.0, 466.0, 989.0, 155.0, 19.0, 52.0, 388.0, 579.0, 433.0, 0.271, 0.373, 0.367, 108.0, 72.0, 61.0, 532.0, 45.0, 27.0, -3.0, 0.973, -51.0, -1.0, O, 0, 1
RUBE BRESSLER, 19.0, 1305.0, 3881.0, 544.0, 1170.0, 164.0, 87.0, 32.0, 586.0, 449.0, 246.0, 0.301, 0.378, 0.413, 110.0, 58.0, 69.0, 623.0, 47.0, 21.0, 0.0, 0.971, -4.0, -0.2, O, 0, 1
EDDIE BRESSOUD, 12.0, 1186.0, 3672.0, 443.0, 925.0, 184.0, 40.0, 94.0, 365.0, 359.0, 723.0, 0.252, 0.321, 0.401, 96.0, -20.0, -24.0, 474.0, 9.0, 13.0, -5.0, 0.963, -19.0, 2.8, S, 0, 1
ROCKY BRIDGES, 11.0, 919.0, 2272.0, 245.0, 562.0, 80.0, 11.0, 16.0, 187.0, 205.0, 229.0, 0.247, 0.312, 0.313, 67.0, -96.0, -103.0, 215.0, 10.0, 15.0, -6.0, 0.968, 95.0, 3.0, S, 0, 1
AL BRIDWELL, 11.0, 1252.0, 4169.0, 457.0, 1064.0, 95.0, 32.0, 2.0, 348.0, 557.0, 98.0, 0.255, 0.347, 0.295, 90.0, -17.0, -30.0, 499.0, 136.0, 0.0, 0.0, 0.939, 23.0, 5.4, S, 0, 1
JOHN BRIGGS, 12.0, 1366.0, 4117.0, 601.0, 1041.0, 170.0, 43.0, 139.0, 507.0, 663.0, 785.0, 0.253, 0.357, 0.416, 121.0, 116.0, 121.0, 643.0, 64.0, 49.0, -10.0, 0.973, 10.0, 6.2, O, 0, 1
ED BRINKMAN, 15.0, 1845.0, 6045.0, 550.0, 1355.0, 201.0, 38.0, 60.0, 461.0, 444.0, 845.0, 0.224, 0.282, 0.3, 65.0, -276.0, -275.0, 497.0, 30.0, 35.0, -12.0, 0.97, 94.0, -1.4, S, 0, 1
GREG BROCK, 10.0, 1013.0, 3202.0, 420.0, 794.0, 141.0, 6.0, 110.0, 462.0, 434.0, 469.0, 0.248, 0.34, 0.399, 105.0, 21.0, 25.0, 446.0, 41.0, 18.0, 2.0, 0.994, 29.0, -0.6, 1, 0, 1
STEVE BRODIE, 12.0, 1437.0, 5699.0, 886.0, 1726.0, 191.0, 89.0, 25.0, 900.0, 420.0, 148.0, 0.303, 0.364, 0.381, 104.0, 56.0, 31.0, 938.0, 289.0, 0.0, 0.0, 0.959, 48.0, -0.6, O, 0, 1
TOM BROOKENS, 12.0, 1336.0, 3865.0, 477.0, 950.0, 175.0, 40.0, 71.0, 431.0, 281.0, 605.0, 0.246, 0.299, 0.367, 83.0, -99.0, -95.0, 417.0, 86.0, 60.0, -10.0, 0.943, 49.0, -6.0, 3, 0, 1
LARRY BROWN, 12.0, 1129.0, 3449.0, 331.0, 803.0, 108.0, 13.0, 47.0, 254.0, 317.0, 414.0, 0.233, 0.301, 0.313, 76.0, -102.0, -103.0, 324.0, 22.0, 23.0, -7.0, 0.964, -34.0, -6.9, S, 0, 1
OLLIE BROWN, 13.0, 1221.0, 3642.0, 404.0, 964.0, 144.0, 11.0, 102.0, 454.0, 314.0, 616.0, 0.265, 0.326, 0.394, 103.0, 3.0, 11.0, 455.0, 30.0, 27.0, -7.0, 0.977, -1.0, -4.3, O, 0, 1
GATES BROWN, 13.0, 1051.0, 2262.0, 330.0, 582.0, 78.0, 19.0, 84.0, 322.0, 242.0, 275.0, 0.257, 0.333, 0.42, 109.0, 37.0, 28.0, 324.0, 30.0, 8.0, 4.0, 0.977, 3.0, 2.0, O, 0, 1
GEORGE BROWNE, 12.0, 1102.0, 4300.0, 614.0, 1176.0, 119.0, 55.0, 18.0, 303.0, 259.0, 1.0, 0.273, 0.317, 0.339, 100.0, 0.0, -7.0, 549.0, 190.0, 0.0, 0.0, 0.927, -32.0, -10.4, O, 0, 1
BILL BRUBAKER, 10.0, 479.0, 1564.0, 208.0, 413.0, 85.0, 10.0, 22.0, 225.0, 151.0, 239.0, 0.264, 0.333, 0.373, 90.0, -19.0, -20.0, 200.0, 13.0, 0.0, 0.0, 0.938, 2.0, -0.6, 3, 0, 1
BILL BRUTON, 12.0, 1610.0, 6056.0, 937.0, 1651.0, 241.0, 102.0, 94.0, 545.0, 482.0, 793.0, 0.273, 0.329, 0.393, 96.0, -65.0, -38.0, 801.0, 207.0, 89.0, 9.0, 0.981, 68.0, -3.8, O, 0, 1
DON BUFORD, 10.0, 1286.0, 4553.0, 718.0, 1203.0, 157.0, 44.0, 93.0, 418.0, 672.0, 575.0, 0.264, 0.364, 0.379, 115.0, 98.0, 109.0, 686.0, 200.0, 105.0, -3.0, 0.988, -15.0, 9.0, O, 0, 1
AL BUMBRY, 14.0, 1496.0, 5053.0, 778.0, 1422.0, 220.0, 52.0, 54.0, 402.0, 471.0, 709.0, 0.281, 0.345, 0.378, 104.0, 14.0, 33.0, 692.0, 254.0, 92.0, 21.0, 0.986, -31.0, -2.3, O, 0, 1
JACK BURDOCK, 14.0, 960.0, 3873.0, 578.0, 944.0, 131.0, 40.0, 15.0, 390.0, 128.0, 305.0, 0.244, 0.27, 0.31, 84.0, -70.0, -70.0, 354.0, 32.0, 0.0, 0.0, 0.912, 13.0, -2.1, 2, 0, 1
SMOKY BURGESS, 18.0, 1691.0, 4471.0, 485.0, 1318.0, 230.0, 33.0, 126.0, 673.0, 477.0, 270.0, 0.295, 0.364, 0.446, 116.0, 112.0, 105.0, 722.0, 13.0, 14.0, 0.0, 0.988, -96.0, 5.7, C, 0, 1
RICK BURLESON, 13.0, 1346.0, 5139.0, 656.0, 1401.0, 256.0, 23.0, 50.0, 449.0, 420.0, 477.0, 0.273, 0.331, 0.361, 87.0, -49.0, -91.0, 599.0, 72.0, 68.0, -19.0, 0.971, 86.0, 11.6, S, 0, 1
TOM BURNS, 13.0, 1251.0, 4920.0, 722.0, 1299.0, 236.0, 69.0, 39.0, 683.0, 270.0, 454.0, 0.264, 0.303, 0.364, 96.0, 12.0, -44.0, 610.0, 162.0, 0.0, 0.0, 0.886, 16.0, 0.7, 3, 0, 1
JIM BUSBY, 13.0, 1352.0, 4250.0, 541.0, 1113.0, 162.0, 35.0, 48.0, 438.0, 310.0, 439.0, 0.262, 0.316, 0.35, 82.0, -121.0, -109.0, 481.0, 97.0, 48.0, 0.0, 0.988, 25.0, -13.5, O, 0, 1
DOC BUSHONG, 12.0, 671.0, 2392.0, 287.0, 511.0, 58.0, 12.0, 2.0, 106.0, 124.0, 97.0, 0.214, 0.254, 0.25, 56.0, -111.0, -126.0, 172.0, 39.0, 0.0, 0.0, 0.916, 65.0, -1.1, C, 0, 1
BOBBY BYRNE, 11.0, 1283.0, 4831.0, 667.0, 1225.0, 186.0, 60.0, 10.0, 329.0, 456.0, 220.0, 0.254, 0.324, 0.323, 91.0, -45.0, -48.0, 572.0, 176.0, 12.0, 0.0, 0.934, 3.0, -2.3, 3, 0, 1
ENOS CABELL, 15.0, 1688.0, 5952.0, 753.0, 1647.0, 263.0, 56.0, 60.0, 596.0, 259.0, 691.0, 0.277, 0.309, 0.37, 93.0, -108.0, -68.0, 646.0, 238.0, 124.0, -3.0, 0.944, -76.0, -20.2, 3, 0, 1
NIXEY CALLAHAN, 13.0, 923.0, 3295.0, 442.0, 901.0, 135.0, 46.0, 11.0, 394.0, 159.0, 9.0, 0.273, 0.311, 0.352, 94.0, -44.0, -33.0, 439.0, 186.0, 0.0, 0.0, 0.953, -35.0, -9.4, O, 0, 1
ROY CAMPANELLA, 10.0, 1215.0, 4205.0, 627.0, 1161.0, 178.0, 18.0, 242.0, 856.0, 533.0, 501.0, 0.276, 0.362, 0.5, 123.0, 159.0, 139.0, 759.0, 25.0, 15.0, 0.0, 0.988, 32.0, 21.9, C, 1, 1
CHRIS CANNIZZARO, 13.0, 740.0, 1950.0, 132.0, 458.0, 66.0, 12.0, 18.0, 169.0, 241.0, 354.0, 0.235, 0.321, 0.309, 77.0, -56.0, -53.0, 192.0, 3.0, 17.0, -9.0, 0.983, -27.0, -6.4, C, 0, 1
BERNIE CARBO, 12.0, 1010.0, 2733.0, 372.0, 722.0, 140.0, 9.0, 96.0, 358.0, 538.0, 611.0, 0.264, 0.389, 0.427, 125.0, 125.0, 114.0, 489.0, 26.0, 18.0, -3.0, 0.978, -8.0, 7.4, O, 0, 1
LEO CARDENAS, 16.0, 1941.0, 6707.0, 662.0, 1725.0, 285.0, 49.0, 118.0, 689.0, 522.0, 1135.0, 0.257, 0.313, 0.367, 88.0, -80.0, -107.0, 748.0, 39.0, 48.0, -17.0, 0.971, -22.0, 3.0, S, 0, 1
ANDY CAREY, 11.0, 938.0, 2850.0, 371.0, 741.0, 119.0, 38.0, 64.0, 350.0, 268.0, 389.0, 0.26, 0.329, 0.396, 97.0, -23.0, -14.0, 369.0, 23.0, 21.0, -6.0, 0.958, 45.0, 2.4, 3, 0, 1
HICK CARPENTER, 12.0, 1118.0, 4638.0, 720.0, 1201.0, 142.0, 47.0, 18.0, 204.0, 111.0, 91.0, 0.259, 0.281, 0.321, 87.0, -62.0, -82.0, 482.0, 158.0, 0.0, 0.0, 0.853, -80.0, -12.7, 3, 0, 1
CHICO CARRASQUEL, 10.0, 1325.0, 4644.0, 568.0, 1199.0, 172.0, 25.0, 55.0, 474.0, 491.0, 467.0, 0.258, 0.334, 0.342, 82.0, -108.0, -112.0, 546.0, 31.0, 28.0, -8.0, 0.969, -46.0, -7.0, S, 0, 1
BILL CARRIGAN, 10.0, 709.0, 1970.0, 194.0, 506.0, 67.0, 14.0, 6.0, 235.0, 206.0, 59.0, 0.257, 0.334, 0.314, 94.0, -7.0, -11.0, 224.0, 37.0, 2.0, 0.0, 0.971, -17.0, 2.9, C, 0, 1
CLIFF CARROLL, 11.0, 991.0, 3972.0, 729.0, 995.0, 125.0, 47.0, 31.0, 423.0, 361.0, 290.0, 0.251, 0.32, 0.329, 94.0, -26.0, -23.0, 499.0, 197.0, 0.0, 0.0, 0.905, 25.0, -2.2, O, 0, 1
BOB CARUTHERS, 10.0, 705.0, 2465.0, 508.0, 694.0, 104.0, 50.0, 29.0, 213.0, 417.0, 79.0, 0.282, 0.391, 0.4, 137.0, 138.0, 129.0, 468.0, 152.0, 0.0, 0.0, 0.875, -22.0, 2.6, O, 0, 1
PAUL CASANOVA, 10.0, 859.0, 2786.0, 214.0, 627.0, 87.0, 12.0, 50.0, 252.0, 101.0, 430.0, 0.225, 0.254, 0.319, 64.0, -140.0, -134.0, 210.0, 2.0, 10.0, -5.0, 0.985, -38.0, -14.9, C, 0, 1
GEORGE CASE, 11.0, 1226.0, 5016.0, 785.0, 1415.0, 233.0, 43.0, 21.0, 377.0, 426.0, 297.0, 0.282, 0.341, 0.358, 95.0, -67.0, -32.0, 670.0, 349.0, 109.0, 39.0, 0.97, 30.0, -2.2, O, 0, 1
DOC CASEY, 10.0, 1114.0, 4341.0, 584.0, 1122.0, 137.0, 52.0, 9.0, 354.0, 270.0, 0.0, 0.258, 0.31, 0.32, 85.0, -87.0, -85.0, 521.0, 191.0, 0.0, 0.0, 0.915, -76.0, -13.8, 3, 0, 1
DAVE CASH, 12.0, 1422.0, 5554.0, 732.0, 1571.0, 243.0, 56.0, 21.0, 426.0, 424.0, 309.0, 0.283, 0.336, 0.358, 93.0, -50.0, -49.0, 661.0, 120.0, 74.0, -8.0, 0.984, 43.0, 6.9, 2, 0, 1
JOHN CASSIDY, 10.0, 587.0, 2454.0, 336.0, 618.0, 83.0, 31.0, 4.0, 156.0, 84.0, 127.0, 0.252, 0.278, 0.316, 89.0, -25.0, -30.0, 227.0, 0.0, 0.0, 0.0, 0.845, -31.0, -6.9, O, 0, 1
CARMEN CASTILLO, 10.0, 631.0, 1519.0, 190.0, 383.0, 71.0, 8.0, 55.0, 197.0, 90.0, 291.0, 0.252, 0.3, 0.418, 93.0, -14.0, -18.0, 184.0, 15.0, 11.0, -2.0, 0.953, -30.0, -5.9, O, 0, 1
DANNY CATER, 12.0, 1289.0, 4451.0, 491.0, 1229.0, 191.0, 29.0, 66.0, 519.0, 254.0, 406.0, 0.276, 0.318, 0.377, 102.0, -16.0, -1.0, 492.0, 26.0, 30.0, -10.0, 0.994, -18.0, -10.3, 1, 0, 1
WAYNE CAUSEY, 11.0, 1105.0, 3244.0, 357.0, 819.0, 130.0, 26.0, 35.0, 285.0, 390.0, 341.0, 0.252, 0.335, 0.341, 90.0, -37.0, -37.0, 394.0, 12.0, 12.0, -4.0, 0.969, -42.0, -4.5, S, 0, 1
RICK CERONE, 18.0, 1329.0, 4069.0, 393.0, 998.0, 190.0, 15.0, 59.0, 436.0, 320.0, 450.0, 0.245, 0.304, 0.343, 78.0, -120.0, -124.0, 413.0, 6.0, 22.0, -11.0, 0.99, -19.0, -9.9, C, 0, 1
BOB CERV, 12.0, 829.0, 2261.0, 320.0, 624.0, 96.0, 26.0, 105.0, 374.0, 212.0, 392.0, 0.276, 0.343, 0.481, 122.0, 62.0, 63.0, 361.0, 12.0, 10.0, -2.0, 0.976, 7.0, 3.9, O, 0, 1
DARREL CHANEY, 11.0, 915.0, 2113.0, 237.0, 458.0, 75.0, 17.0, 14.0, 190.0, 238.0, 471.0, 0.217, 0.297, 0.288, 61.0, -101.0, -110.0, 191.0, 19.0, 18.0, -5.0, 0.959, 26.0, -2.6, S, 0, 1
SAM CHAPMAN, 11.0, 1368.0, 4988.0, 754.0, 1329.0, 210.0, 52.0, 180.0, 773.0, 562.0, 682.0, 0.266, 0.342, 0.438, 107.0, 22.0, 33.0, 749.0, 41.0, 38.0, -11.0, 0.972, 53.0, 1.2, O, 0, 1
HARRY CHITI, 10.0, 502.0, 1495.0, 135.0, 356.0, 49.0, 9.0, 41.0, 179.0, 115.0, 242.0, 0.238, 0.296, 0.365, 77.0, -48.0, -50.0, 153.0, 4.0, 7.0, 0.0, 0.983, 13.0, -1.8, C, 0, 1
GINO CIMOLI, 10.0, 969.0, 3054.0, 370.0, 808.0, 133.0, 48.0, 44.0, 321.0, 221.0, 474.0, 0.265, 0.317, 0.383, 85.0, -52.0, -69.0, 365.0, 21.0, 6.0, 3.0, 0.974, -49.0, -16.2, O, 0, 1
HORACE CLARKE, 10.0, 1272.0, 4813.0, 548.0, 1230.0, 150.0, 23.0, 27.0, 304.0, 365.0, 362.0, 0.256, 0.31, 0.313, 82.0, -128.0, -106.0, 482.0, 151.0, 58.0, 11.0, 0.983, 19.0, 0.8, 2, 0, 1
TOMMY CLARKE, 10.0, 700.0, 1708.0, 169.0, 453.0, 66.0, 37.0, 6.0, 191.0, 216.0, 177.0, 0.265, 0.351, 0.358, 109.0, 21.0, 23.0, 227.0, 42.0, 3.0, 0.0, 0.975, -22.0, 4.9, C, 0, 1
BOILERYARD CLARKE, 13.0, 950.0, 3346.0, 394.0, 858.0, 111.0, 32.0, 20.0, 429.0, 176.0, 58.0, 0.256, 0.311, 0.327, 76.0, -101.0, -113.0, 378.0, 54.0, 0.0, 0.0, 0.947, -38.0, -7.4, C, 0, 1
JACK CLEMENTS, 17.0, 1157.0, 4283.0, 619.0, 1226.0, 226.0, 60.0, 77.0, 687.0, 339.0, 299.0, 0.286, 0.347, 0.421, 118.0, 106.0, 97.0, 683.0, 55.0, 0.0, 0.0, 0.937, -27.0, 14.0, C, 0, 1
DONN CLENDENON, 12.0, 1362.0, 4648.0, 594.0, 1273.0, 192.0, 57.0, 159.0, 682.0, 379.0, 1140.0, 0.274, 0.331, 0.442, 117.0, 94.0, 94.0, 657.0, 90.0, 57.0, -7.0, 0.988, 18.0, 2.8, 1, 0, 1
TY CLINE, 12.0, 892.0, 1834.0, 251.0, 437.0, 53.0, 25.0, 6.0, 125.0, 153.0, 262.0, 0.238, 0.304, 0.304, 72.0, -66.0, -64.0, 180.0, 22.0, 19.0, -5.0, 0.986, 24.0, -7.5, O, 0, 1
GENE CLINES, 10.0, 870.0, 2328.0, 314.0, 645.0, 85.0, 24.0, 5.0, 187.0, 169.0, 291.0, 0.277, 0.331, 0.341, 88.0, -32.0, -36.0, 260.0, 71.0, 40.0, -3.0, 0.979, 4.0, -6.1, O, 0, 1
BILLY CLINGMAN, 10.0, 816.0, 2839.0, 410.0, 697.0, 86.0, 31.0, 8.0, 301.0, 303.0, 94.0, 0.246, 0.323, 0.306, 74.0, -103.0, -90.0, 329.0, 98.0, 0.0, 0.0, 0.919, 79.0, 2.1, 3, 0, 1
GIL COAN, 11.0, 918.0, 2877.0, 384.0, 731.0, 98.0, 44.0, 39.0, 278.0, 232.0, 384.0, 0.254, 0.316, 0.359, 84.0, -83.0, -70.0, 355.0, 83.0, 38.0, 2.0, 0.973, 24.0, -7.7, O, 0, 1
NATE COLBERT, 10.0, 1004.0, 3422.0, 481.0, 833.0, 141.0, 25.0, 173.0, 520.0, 383.0, 902.0, 0.243, 0.324, 0.451, 120.0, 55.0, 75.0, 497.0, 52.0, 31.0, -3.0, 0.991, 4.0, 0.2, 1, 0, 1
DAVE COLLINS, 16.0, 1701.0, 4907.0, 667.0, 1335.0, 187.0, 52.0, 32.0, 373.0, 467.0, 660.0, 0.272, 0.34, 0.351, 93.0, -42.0, -39.0, 633.0, 395.0, 139.0, 35.0, 0.986, -12.0, -6.0, O, 0, 1
SHANO COLLINS, 16.0, 1799.0, 6390.0, 747.0, 1687.0, 310.0, 133.0, 22.0, 709.0, 331.0, 405.0, 0.264, 0.306, 0.364, 90.0, -114.0, -108.0, 748.0, 225.0, 83.0, 0.0, 0.962, 19.0, -18.5, O, 0, 1
JOE COLLINS, 10.0, 908.0, 2329.0, 404.0, 596.0, 79.0, 24.0, 86.0, 329.0, 338.0, 263.0, 0.256, 0.351, 0.421, 112.0, 25.0, 36.0, 360.0, 27.0, 21.0, -5.0, 0.99, 7.0, 1.1, 1, 0, 1
PAT COLLINS, 10.0, 543.0, 1204.0, 146.0, 306.0, 46.0, 6.0, 33.0, 168.0, 235.0, 200.0, 0.254, 0.378, 0.385, 98.0, 5.0, 4.0, 194.0, 4.0, 5.0, 0.0, 0.974, -7.0, 1.7, C, 0, 1
CHARLIE COMISKEY, 13.0, 1390.0, 5796.0, 994.0, 1531.0, 206.0, 68.0, 29.0, 467.0, 197.0, 84.0, 0.264, 0.293, 0.338, 83.0, -90.0, -154.0, 731.0, 419.0, 0.0, 0.0, 0.973, -8.0, -22.7, 1, 0, 1
ADAM COMOROSKY, 10.0, 813.0, 2787.0, 404.0, 795.0, 134.0, 51.0, 28.0, 417.0, 214.0, 158.0, 0.285, 0.339, 0.4, 91.0, -38.0, -38.0, 382.0, 57.0, 0.0, 0.0, 0.972, 9.0, -7.2, O, 0, 1
WID CONROY, 11.0, 1374.0, 5061.0, 605.0, 1257.0, 176.0, 82.0, 22.0, 452.0, 345.0, 0.0, 0.248, 0.3, 0.329, 91.0, -45.0, -60.0, 600.0, 262.0, 0.0, 0.0, 0.934, 72.0, 3.1, 3, 0, 1
BILLY CONSOLO, 10.0, 603.0, 1178.0, 158.0, 260.0, 31.0, 11.0, 9.0, 83.0, 161.0, 297.0, 0.221, 0.316, 0.289, 63.0, -53.0, -59.0, 116.0, 9.0, 10.0, -3.0, 0.945, 45.0, 0.6, S, 0, 1
DUFF COOLEY, 13.0, 1316.0, 5364.0, 847.0, 1576.0, 180.0, 102.0, 26.0, 557.0, 365.0, 73.0, 0.294, 0.341, 0.38, 104.0, 12.0, 24.0, 812.0, 224.0, 0.0, 0.0, 0.945, -22.0, -6.8, O, 0, 1
JOHNNY COONEY, 20.0, 1172.0, 3372.0, 408.0, 965.0, 130.0, 26.0, 2.0, 219.0, 208.0, 107.0, 0.286, 0.329, 0.342, 87.0, -77.0, -60.0, 383.0, 30.0, 5.0, 0.0, 0.988, -6.0, -9.9, O, 0, 1
WALKER COOPER, 18.0, 1473.0, 4702.0, 573.0, 1341.0, 240.0, 40.0, 173.0, 812.0, 309.0, 357.0, 0.285, 0.332, 0.464, 116.0, 84.0, 82.0, 695.0, 18.0, 1.0, 0.0, 0.977, -63.0, 9.3, C, 0, 1
POP CORKHILL, 10.0, 1086.0, 4404.0, 650.0, 1120.0, 110.0, 80.0, 31.0, 268.0, 174.0, 80.0, 0.254, 0.288, 0.337, 89.0, -55.0, -73.0, 489.0, 137.0, 0.0, 0.0, 0.947, 83.0, -1.4, O, 0, 1
CLINT COURTNEY, 11.0, 946.0, 2796.0, 260.0, 750.0, 126.0, 17.0, 38.0, 313.0, 264.0, 143.0, 0.268, 0.341, 0.366, 94.0, -26.0, -21.0, 349.0, 3.0, 16.0, -9.0, 0.987, -45.0, -3.8, C, 0, 1
WES COVINGTON, 11.0, 1075.0, 2978.0, 355.0, 832.0, 128.0, 17.0, 131.0, 499.0, 247.0, 414.0, 0.279, 0.339, 0.466, 123.0, 65.0, 83.0, 463.0, 7.0, 4.0, -0.0, 0.961, -61.0, -1.6, O, 0, 1
AL COWENS, 13.0, 1584.0, 5534.0, 704.0, 1494.0, 276.0, 68.0, 108.0, 717.0, 389.0, 659.0, 0.27, 0.322, 0.403, 98.0, -6.0, -18.0, 694.0, 120.0, 74.0, -8.0, 0.985, -5.0, -8.9, O, 0, 1
BILLY COX, 11.0, 1058.0, 3712.0, 470.0, 974.0, 174.0, 32.0, 66.0, 351.0, 298.0, 218.0, 0.262, 0.318, 0.38, 85.0, -73.0, -82.0, 448.0, 42.0, 21.0, 0.0, 0.965, -36.0, -11.9, 3, 0, 1
DEL CRANDALL, 16.0, 1573.0, 5026.0, 585.0, 1276.0, 179.0, 18.0, 179.0, 657.0, 424.0, 477.0, 0.254, 0.315, 0.404, 97.0, -69.0, -33.0, 607.0, 26.0, 28.0, 0.0, 0.989, 61.0, 8.4, C, 0, 1
